SeniorCitizen,Partner,Dependents,tenure,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,PaperlessBilling,MonthlyCharges,InternetService_DSL,InternetService_Fiber optic,InternetService_No,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn
0,0,0,-1.173725129722508,1,0,0,0,0,1,0.6889743169577547,0,1,0,1,0,0,0,0,1,0,1
1,1,1,0.5549717837226001,1,1,1,1,0,1,1.1944434332004772,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0.7992939660427822,1,1,1,1,1,1,0.8138919201624348,1,0,0,0,0,1,0,0,0,1,0
0,0,0,-0.6259187641582801,0,0,0,0,0,0,-1.491020519067978,0,0,1,0,1,0,1,0,0,0,0
0,0,0,-1.2774445836787656,1,0,0,0,0,1,0.3408520345949651,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-1.1960038562387048,0,0,0,0,0,1,0.4566055651267184,0,1,0,1,0,0,0,0,1,0,1
1,0,0,-1.2774445836787656,0,0,0,0,0,1,-0.9409657120129912,1,0,0,1,0,0,0,0,1,0,1
0,0,0,-1.1552834925186746,1,0,0,0,0,0,-1.3580767590546885,0,0,1,0,1,0,0,0,1,0,0
0,1,1,1.6137012404433893,0,1,0,1,1,1,1.3340343812144315,0,1,0,0,0,1,0,1,0,0,0
0,1,1,-1.0738427650786138,0,0,0,0,0,0,-1.520932865070968,0,0,1,0,1,0,0,1,0,0,0
0,1,1,0.9621754209229036,0,0,1,1,0,1,-0.952598291014154,1,0,0,0,1,0,0,1,0,0,0
0,0,0,-0.6666391278783103,0,0,0,0,1,1,-0.5088984919697991,1,0,0,1,0,0,0,0,0,1,0
0,0,0,0.5956921474426305,0,1,1,0,1,1,-0.19481885893840195,1,0,0,0,1,0,0,0,0,1,0
0,1,1,0.10704778280226633,0,0,0,0,0,0,-1.491020519067978,0,0,1,0,1,0,0,0,1,0,0
0,1,0,1.3286586944031769,1,1,1,1,0,0,0.8305098901640959,0,1,0,0,1,0,0,0,1,0,1
0,1,1,-0.02964230649259797,0,0,0,0,0,1,-1.449744084622583,0,0,1,1,0,0,0,0,0,1,1
0,1,1,1.2472179669631158,0,1,1,1,1,0,0.3236618051134285,1,0,0,0,0,1,0,1,0,0,0
0,0,0,-1.092800991874344,1,0,0,0,0,1,0.40624947848183135,0,1,0,1,0,0,1,0,0,0,1
0,0,0,-1.2774445836787656,0,0,0,0,0,1,0.1724382780983114,0,1,0,1,0,0,0,0,0,1,1
0,0,0,-0.9478582872475666,1,0,0,0,0,0,0.3324903882887972,0,1,0,1,0,0,1,0,0,0,1
1,1,0,1.369379058123207,1,0,1,1,0,1,0.5247392421335293,1,0,0,0,0,1,1,0,0,0,1
0,0,0,1.4508197855632678,1,0,0,0,0,1,-1.3497677740538576,0,0,1,0,0,1,1,0,0,0,0
0,0,0,-1.2774445836787656,0,0,0,0,0,1,0.4946722965708792,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-1.1960038562387048,1,0,1,1,0,1,1.3489905542159264,0,1,0,1,0,0,1,0,0,0,1
1,0,0,0.6771328748826912,1,1,1,1,1,0,1.270886095208119,0,1,0,0,1,0,1,0,0,0,0
1,0,0,1.373834842960731,0,0,0,0,0,1,-0.5359163299521031,1,0,0,0,1,0,0,0,1,0,1
0,1,1,0.9214550572028734,0,1,1,0,1,0,-0.2396873779428873,1,0,0,0,0,1,1,0,0,0,1
0,1,1,1.6137012404433893,1,0,0,0,0,0,-1.3248408190513656,0,0,1,0,0,1,0,0,0,1,0
0,0,0,-1.2774445836787656,0,0,0,0,0,0,0.21000500732730398,0,1,0,1,0,0,0,0,1,0,1
1,1,0,-0.9109613101984924,1,0,0,1,0,1,0.8321716871642622,0,1,0,1,0,0,0,0,1,0,1
1,0,0,-1.1459649996734458,0,0,0,0,0,0,-0.6373777956199296,1,0,0,1,0,0,0,0,1,0,1
1,1,0,-0.9436381140143076,0,0,0,0,0,1,0.17276653557192792,0,1,0,1,0,0,0,0,1,0,1
1,1,0,0.22920887396235734,1,1,1,0,0,0,1.0049985751815391,0,1,0,0,1,0,0,1,0,0,0
0,1,1,1.369379058123207,0,0,0,0,0,1,-1.4760643460664828,0,0,1,0,1,0,0,0,1,0,0
0,0,0,-0.4408205079227125,0,1,0,0,0,0,-0.47408564362229483,1,0,0,1,0,0,0,0,1,0,1
0,0,0,-0.8295205827584317,0,0,0,0,0,0,-0.6966815529885713,1,0,0,1,0,0,1,0,0,0,0
0,1,0,-1.0331224013585834,0,0,0,0,0,1,-0.681725379987076,1,0,0,1,0,0,0,0,0,1,0
0,0,0,-1.2774445836787656,0,0,0,0,0,0,-1.4926823160681442,0,0,1,1,0,0,0,0,0,1,0
0,0,0,-1.2774445836787656,0,0,0,0,0,1,-0.6451895899558961,1,0,0,1,0,0,0,0,0,1,1
0,0,0,-1.2774445836787656,0,0,0,0,0,1,0.7917912070829752,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0.18848851024232705,0,0,0,0,0,0,-1.4827115340671475,0,0,1,0,1,0,0,1,0,0,0
0,0,0,-1.2774445836787656,0,0,0,0,0,0,-1.4810497370669808,0,0,1,1,0,0,0,0,0,1,0
0,1,0,1.6137012404433893,1,1,1,1,0,1,1.4919050962302134,0,1,0,0,0,1,0,0,1,0,0
0,0,1,0.2699292376823877,1,0,0,0,1,0,1.1894580421999783,0,1,0,0,0,1,0,0,0,1,0
0,1,0,0.5600194739460738,0,0,0,1,0,1,0.6462149348626343,0,1,0,1,0,0,0,0,1,0,1
0,1,1,1.4508197855632678,1,0,1,0,1,1,1.2958130502106109,0,1,0,0,0,1,0,1,0,0,0
0,0,0,-1.2774445836787656,0,0,0,0,0,1,0.16246749609731476,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0.4328106925625092,0,0,0,1,1,0,-0.6850489739874083,1,0,0,0,1,0,0,0,1,0,0
1,0,0,-0.3408762181180675,1,0,1,0,0,1,1.2127232002023045,0,1,0,1,0,0,0,0,1,0,1
0,1,1,1.1250568758030248,1,0,0,0,0,0,0.31867641411293,0,1,0,1,0,0,1,0,0,0,0
0,1,1,-0.8402990059510865,0,0,0,1,0,1,0.9121984010315373,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-1.2774445836787656,0,0,0,0,0,1,-1.4843733310673135,0,0,1,1,0,0,0,0,0,1,1
0,1,1,1.5729808767233588,1,1,1,1,1,0,0.21065960910213194,1,0,0,0,0,1,0,0,0,1,0
0,0,0,-1.1678172287107462,0,0,0,0,0,1,-0.8807455613891603,1,0,0,1,0,0,1,0,0,0,1
0,1,1,-0.8295205827584317,0,0,0,0,0,0,-1.4943441130683104,0,0,1,0,1,0,1,0,0,0,1
0,1,0,0.7992939660427822,0,1,1,0,0,1,0.3535741511164189,1,0,0,0,1,0,0,0,0,1,0
1,1,0,-1.2774445836787656,0,0,0,0,0,1,0.18905624809997265,0,1,0,1,0,0,0,0,0,1,1
0,0,0,1.2472179669631158,1,0,1,1,1,1,1.4985522842308774,0,1,0,1,0,0,0,1,0,0,0
0,1,0,-1.1145631287986442,1,0,1,0,0,1,0.5496661971360212,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-0.33135165630116986,1,0,0,0,1,1,0.6829026479543101,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0.6364125111626608,1,0,0,1,1,1,1.2991366442109429,0,1,0,1,0,0,0,0,1,0,0
0,0,0,-1.1552834925186746,0,1,1,0,1,1,1.001674981181207,0,1,0,1,0,0,0,0,0,1,0
1,0,0,-1.2774445836787656,0,0,0,0,0,0,0.4549437681265524,0,1,0,1,0,0,0,0,1,0,1
0,1,1,-1.2774445836787656,0,0,1,0,0,1,0.3303089931140931,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-0.9924020376385532,0,0,0,0,1,0,-0.5105602889699654,1,0,0,1,0,0,0,0,1,0,0
1,0,0,0.10704778280226633,1,0,0,0,0,1,1.0199547481830342,0,1,0,1,0,0,0,0,1,0,1
0,1,1,-0.7073594915983407,1,0,0,0,0,1,0.3369561811147577,0,1,0,1,0,0,1,0,0,0,1
1,1,0,0.6364125111626608,1,0,0,1,0,1,0.8737166121684152,0,1,0,1,0,0,0,1,0,0,0
0,0,0,-0.6666391278783103,0,1,0,0,0,1,0.9800716201790473,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-1.1145631287986442,0,0,0,0,0,0,-1.4527991880641573,0,0,1,1,0,0,0,0,0,1,1
0,0,0,0.9621754209229036,1,0,1,0,1,1,1.3523141482162588,0,1,0,1,0,0,1,0,0,0,0
0,1,0,-1.2367242199587352,0,0,1,0,1,1,-0.018668376920792762,1,0,0,1,0,0,0,0,0,1,0
1,0,0,-0.5037576729981889,0,0,0,0,0,0,0.21730679710279652,0,1,0,1,0,0,0,1,0,0,1
0,0,0,1.5322605130033284,0,1,0,1,1,0,0.4931650991303729,1,0,0,0,0,1,1,0,0,0,0
0,0,0,-0.4630373092781586,1,1,0,1,0,0,1.2991366442109429,0,1,0,1,0,0,0,0,0,1,0
0,1,1,0.2699292376823877,0,1,0,0,0,0,-0.4557209879644834,1,0,0,1,0,0,0,1,0,0,0
0,1,1,-0.9516816739185228,1,0,1,1,0,1,1.2575917192067896,0,1,0,1,0,0,0,1,0,0,0
0,1,0,-1.0738427650786138,0,0,0,0,0,0,-1.5043148950693068,0,0,1,1,0,0,1,0,0,0,1
0,0,0,-0.3408762181180675,1,0,0,1,0,1,0.8338334841644282,0,1,0,1,0,0,0,0,0,1,1
0,0,0,-1.2774445836787656,0,0,0,0,0,0,-1.4843733310673135,0,0,1,1,0,0,0,0,0,1,1
1,1,0,0.5142514200025698,1,1,0,1,1,0,0.34526516611558833,1,0,0,0,0,1,0,1,0,0,0
0,1,0,-0.05583367207785506,1,0,0,1,1,1,0.4831943171293762,1,0,0,0,1,0,0,0,0,1,0
0,1,1,0.6771328748826912,1,0,1,0,1,0,0.4831943171293762,1,0,0,0,0,1,1,0,0,0,0
1,0,0,-0.6666391278783103,0,0,0,0,1,1,0.9867188081797118,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0.12744072657545213,1,0,0,0,0,1,0.6950319872526058,0,1,0,1,0,0,0,0,1,0,1
0,1,0,-1.0738427650786138,1,0,1,0,0,1,0.8637458301674186,0,1,0,1,0,0,0,0,1,0,0
1,1,0,1.1250568758030248,1,0,0,1,0,1,1.1877962451998123,0,1,0,0,1,0,0,1,0,0,0
1,1,1,1.1657772395230557,1,0,0,1,0,1,0.0145675630825297,1,0,0,0,1,0,0,0,1,0,0
0,0,0,0.7337120984001104,0,0,0,1,0,1,1.1600408413550682,0,1,0,0,0,1,0,0,1,0,1
1,0,0,-1.2774445836787656,1,0,0,0,0,1,0.6959043331506402,0,1,0,1,0,0,0,0,1,0,1
0,1,0,0.15888674944966596,0,1,1,0,0,1,0.5200668647934625,0,1,0,1,0,0,0,0,1,0,1
0,1,1,1.5322605130033284,1,0,0,0,0,0,-1.33148800705203,0,0,1,0,0,1,1,0,0,0,0
0,1,1,-1.0738427650786138,0,1,1,0,0,0,-0.29452667894836937,1,0,0,1,0,0,0,1,0,0,1
0,0,0,-1.2774445836787656,0,0,0,0,0,1,0.22561578210362715,0,1,0,1,0,0,0,0,0,1,1
0,1,0,-0.05583367207785506,0,1,0,0,1,1,-0.025315564921457357,1,0,0,0,1,0,0,0,1,0,0
1,1,0,1.0843365120829946,0,0,1,0,0,1,-0.4823097399671412,1,0,0,1,0,0,0,0,1,0,0
0,1,1,-0.3408762181180675,0,0,0,0,0,0,-1.491020519067978,0,0,1,0,1,0,0,0,0,1,0
0,0,0,-1.2774445836787656,0,0,0,0,0,0,-0.7752630861228497,1,0,0,1,0,0,0,0,1,0,1
1,0,0,-1.2774445836787656,0,0,0,0,0,1,0.2289393761039597,0,1,0,1,0,0,0,0,1,0,1
1,1,0,-0.8434317348466794,1,0,0,1,0,1,1.0659602349093675,0,1,0,1,0,0,0,0,1,0,1
1,1,0,-1.1960038562387048,0,0,0,0,0,1,-0.9409657120129912,1,0,0,1,0,0,0,0,0,1,1
0,0,0,-1.0331224013585834,1,0,1,0,0,1,1.1645310871974868,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-1.1552834925186746,1,0,0,0,0,1,0.3751775121185783,0,1,0,1,0,0,0,0,1,0,1
0,1,1,1.6137012404433893,1,1,1,0,0,1,1.0083221691818711,0,1,0,0,0,1,0,0,1,0,0
1,1,1,1.5178822575620627,1,1,1,0,0,1,1.21251289474281,0,1,0,1,0,0,0,1,0,0,1
0,0,0,0.35136996512244845,0,1,0,1,1,1,0.5014740841312035,1,0,0,0,1,0,1,0,0,0,0
1,0,0,-1.0738427650786138,0,1,0,0,0,1,0.31036742911209936,0,1,0,1,0,0,0,0,1,0,0
0,0,0,-1.0112725370432212,0,0,0,0,0,0,-1.4842517432616387,0,0,1,1,0,0,0,0,0,1,1
0,0,0,-0.9516816739185228,0,1,1,1,0,0,-0.8379342980026917,1,0,0,0,1,0,0,0,0,1,0
0,0,0,0.4735310562825394,0,1,0,1,0,1,-0.357674964954682,1,0,0,0,1,0,0,0,1,0,0
0,1,0,1.5729808767233588,0,0,0,0,0,1,-1.4577845790646555,0,0,1,0,0,1,1,0,0,0,0
0,0,1,-1.1960038562387048,1,0,0,1,0,0,0.9003053641710731,0,1,0,1,0,0,0,0,1,0,1
0,0,1,-0.8702409464784621,0,0,0,0,0,0,-1.4976677070686424,0,0,1,1,0,0,0,1,0,0,0
1,1,1,1.6137012404433893,1,1,1,1,1,1,0.7740087921584478,1,0,0,0,0,1,0,1,0,0,0
0,1,0,1.4757190722255673,1,1,0,1,1,0,0.18056671692677106,1,0,0,0,0,1,0,1,0,0,1
0,1,1,-1.2774445836787656,0,0,1,0,0,0,0.32698539911376057,0,1,0,1,0,0,0,1,0,0,0
0,0,0,0.5549717837226001,1,0,1,1,1,0,1.4586691562268908,0,1,0,0,0,1,0,0,1,0,0
0,0,0,-1.1145631287986442,1,0,0,0,0,0,-0.5853411539774409,1,0,0,1,0,0,0,0,1,0,1
0,0,0,-0.4542417748596197,0,0,1,1,0,1,-0.6711432368788415,1,0,0,1,0,0,0,1,0,0,1
0,0,0,1.2879383306831464,1,0,0,0,0,1,-1.341458789053027,0,0,1,0,1,0,1,0,0,0,0
1,1,0,-0.3734221982115656,0,0,1,1,0,1,1.118832700514868,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-0.9516816739185228,0,1,0,0,0,1,0.3352943841145912,0,1,0,1,0,0,0,0,1,0,0
1,1,0,0.6771328748826912,1,0,1,0,0,0,0.8404806721650927,0,1,0,1,0,0,0,1,0,0,1
1,0,0,1.5322605130033284,0,0,0,0,0,1,-0.6484894399837535,1,0,0,0,1,0,0,0,1,0,1
0,1,1,0.9214550572028734,0,0,0,0,0,0,-1.5076384890696393,0,0,1,0,0,1,0,1,0,0,0
0,1,1,-0.1779947632379461,0,0,0,0,0,1,0.8421424691652587,0,1,0,0,1,0,1,0,0,0,1
0,1,1,-0.5851984004382496,0,1,1,0,1,1,-0.10840541492976352,1,0,0,0,1,0,0,0,0,1,0
0,0,0,-0.8702409464784621,0,1,0,1,0,0,-0.023653767921291324,1,0,0,1,0,0,1,0,0,0,0
0,0,0,1.4100994218432374,0,1,0,1,1,1,-0.5122220859701314,1,0,0,0,1,0,1,0,0,0,0
0,0,0,-1.270085758592464,0,0,0,0,0,0,-1.502953411532381,0,0,1,1,0,0,0,0,0,1,1
0,0,1,-1.0738427650786138,0,0,0,0,0,1,-1.4810497370669808,0,0,1,1,0,0,0,0,0,1,0
0,0,0,0.35136996512244845,1,1,1,1,1,1,1.6530994052463268,0,1,0,1,0,0,1,0,0,0,1
0,0,0,-0.0965540357978854,0,0,0,0,0,1,0.8471278601657574,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0.9621754209229036,1,0,1,0,1,1,0.9867188081797118,0,1,0,1,0,0,0,0,1,0,1
0,1,1,1.5322605130033284,1,1,0,1,0,0,0.13920233809498894,1,0,0,0,0,1,0,1,0,0,0
0,1,0,0.42351433370732927,1,0,1,1,0,1,1.0272308995170483,0,1,0,1,0,0,1,0,0,0,1
0,0,0,0.9462274168862863,0,1,0,1,1,1,0.0731299923183466,1,0,0,0,1,0,0,1,0,0,1
0,0,0,-0.029040936525989894,1,1,1,0,1,1,0.07360237435901056,1,0,0,0,1,0,0,0,0,1,1
0,0,0,0.8400143297628127,0,0,1,1,1,1,0.9867188081797118,0,1,0,0,1,0,0,1,0,0,0
0,1,1,1.2472179669631158,1,0,0,0,0,0,-1.3331498040521963,0,0,1,0,0,1,0,1,0,0,0
0,1,1,-1.0331224013585834,0,0,0,0,0,1,0.14086413509515494,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-0.015113308357824713,0,0,0,0,0,0,-1.491020519067978,0,0,1,1,0,0,1,0,0,0,0
1,0,0,1.4100994218432374,1,1,1,0,1,1,-0.0070357979196300924,1,0,0,0,0,1,1,0,0,0,0
0,0,0,-0.38159658183809786,0,1,0,0,0,1,0.3402797751150897,0,1,0,1,0,0,1,0,0,0,0
0,0,0,-1.2774445836787656,0,0,1,0,0,0,-0.4690153639658123,1,0,0,1,0,0,0,0,0,1,1
0,0,0,0.5956921474426305,0,0,0,1,1,0,0.3220000081132625,1,0,0,0,0,1,0,0,0,1,0
0,0,0,1.6137012404433893,1,0,1,1,0,1,1.2924894562102784,0,1,0,0,0,1,0,0,1,0,0
0,1,0,0.8400143297628127,0,1,1,1,0,1,1.3739175092184182,0,1,0,0,1,0,1,0,0,0,1
1,0,0,-1.2367242199587352,1,0,0,1,0,1,0.7906267621601091,0,1,0,1,0,0,0,0,1,0,1
0,1,0,1.5322605130033284,1,0,0,1,1,1,1.3140928172124378,0,1,0,0,0,1,1,0,0,0,0
0,0,0,-1.2409151545124422,0,0,1,0,0,0,0.48538435005557357,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-1.2774445836787656,0,0,0,0,0,0,-0.6451658459834212,1,0,0,1,0,0,0,0,0,1,0
0,1,1,0.8807346934828431,0,0,0,1,1,0,-0.6235624849812617,1,0,0,0,0,1,0,1,0,0,0
0,1,1,-1.318164947398796,1,0,1,1,1,0,0.2854404741096075,1,0,0,0,0,1,0,0,0,1,0
0,1,1,0.2377932958879408,0,0,1,0,1,1,0.07241131970257504,1,0,0,0,1,0,1,0,0,0,1
0,1,1,0.9214550572028734,0,0,0,0,0,0,-1.51594747407047,0,0,1,0,1,0,0,1,0,0,0
1,1,0,-0.4223169455581282,0,0,0,0,0,1,0.8305098901640959,0,1,0,1,0,0,1,0,0,0,0
0,0,0,1.4508197855632678,0,0,1,0,1,0,-0.6584602219847502,1,0,0,1,0,0,0,0,1,0,0
0,0,0,-1.1710397356388218,0,0,0,1,0,1,-0.4723306091499886,1,0,0,1,0,0,0,0,1,0,1
1,0,0,-1.2774445836787656,0,0,0,0,0,1,0.19404163910047076,0,1,0,1,0,0,0,0,0,1,0
0,1,0,1.1657772395230557,1,0,0,0,0,0,-1.341458789053027,0,0,1,0,0,1,0,0,0,1,0
0,1,1,1.2483813274561997,1,0,1,1,0,1,1.2499592213092614,0,1,0,1,0,0,0,0,1,0,1
1,0,0,0.025607055362205637,1,0,1,1,0,1,0.6344178441444933,0,1,0,1,0,0,0,1,0,0,1
1,1,0,0.16238360090162163,1,0,0,0,0,1,0.7429314906995184,0,1,0,1,0,0,0,0,1,0,1
0,1,0,0.3920903288424788,1,0,0,0,0,0,-1.3132082400502028,0,0,1,0,0,1,0,0,1,0,0
0,0,0,-1.1552834925186746,1,0,0,0,1,1,1.1994288242009752,0,1,0,1,0,0,0,0,0,1,0
0,1,1,1.5729808767233588,1,1,1,1,1,0,0.8504514541660894,1,0,0,0,0,1,0,0,1,0,0
0,1,0,0.9621754209229036,1,0,1,0,0,0,1.1804945208199984,0,1,0,0,1,0,0,1,0,0,1
0,0,0,-0.13727439951791576,0,0,0,1,1,1,0.35191235411625243,1,0,0,0,1,0,1,0,0,0,0
0,0,0,1.002895784642934,1,1,1,0,1,1,0.7573908221567865,0,1,0,1,0,0,1,0,0,0,0
1,0,0,0.10704778280226633,0,0,0,1,1,1,0.27380789510844483,1,0,0,0,1,0,0,0,1,0,0
0,1,1,0.7178532386027215,0,0,1,1,1,1,1.284180471209448,0,1,0,0,1,0,1,0,0,0,0
0,0,0,-1.2774445836787656,0,0,0,0,0,1,-1.26094700244977,1,0,0,1,0,0,0,0,1,0,1
0,0,0,-1.2367242199587352,1,0,0,1,0,1,0.8853491911695783,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-1.2367242199587352,0,0,0,0,0,0,-1.5093002860698053,0,0,1,1,0,0,0,0,0,1,0
1,0,0,-1.1724148929953553,0,0,1,1,0,1,1.131671882513638,0,1,0,1,0,0,0,1,0,0,1
0,0,0,0.5549717837226001,1,0,0,0,0,0,1.0398963121850275,0,1,0,1,0,0,1,0,0,0,1
0,1,1,-0.4223169455581282,0,0,0,0,0,0,-1.4893587220678115,0,0,1,0,1,0,0,0,0,1,0
1,0,0,-1.2367242199587352,0,0,0,0,0,1,0.16080569909714826,0,1,0,1,0,0,0,0,1,0,1
0,0,1,1.5322605130033284,1,1,1,1,1,1,1.6564229992466593,0,1,0,0,0,1,0,0,1,0,0
0,0,0,-0.9479590328280791,1,0,0,0,0,1,-1.3875919763835798,0,0,1,1,0,0,0,1,0,0,1
0,1,0,-1.2444139699574357,0,0,0,0,0,0,-0.6666407974811064,1,0,0,1,0,0,0,0,1,0,1
0,1,0,-0.6666391278783103,0,0,1,0,0,1,0.9933659961803764,0,1,0,1,0,0,1,0,0,0,0
1,0,0,-1.2774445836787656,0,0,0,0,0,1,0.4798707231290442,0,1,0,1,0,0,0,0,1,0,1
0,0,1,-0.1779947632379461,0,1,0,0,0,1,0.3369561811147577,0,1,0,1,0,0,1,0,0,0,1
0,0,0,-1.1960038562387048,0,0,0,0,0,0,-1.5275800530716328,0,0,1,1,0,0,0,0,0,1,0
0,0,0,0.7992939660427822,1,1,0,0,1,1,0.4981504901308714,1,0,0,0,0,1,0,1,0,0,0
0,1,1,1.002895784642934,0,1,0,1,1,1,-0.18152448293707305,1,0,0,0,1,0,0,0,0,1,0
1,1,0,0.14776814652229667,0,0,0,1,1,0,-0.3543513709543497,1,0,0,0,1,0,0,1,0,0,0
0,0,0,-0.21871512695797649,0,1,0,0,0,0,-0.478986145966809,1,0,0,1,0,0,0,0,0,1,0
0,0,0,1.1250568758030248,1,1,0,1,1,0,-0.00038860991896550476,1,0,0,0,1,0,0,0,1,0,0
0,1,1,0.35136996512244845,1,1,1,1,0,1,0.32532360211359457,1,0,0,1,0,0,0,1,0,0,0
0,0,0,-1.2774445836787656,0,0,1,0,0,0,0.6493740171459885,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-1.2774445836787656,0,0,0,1,0,0,0.3585595421169171,0,1,0,1,0,0,0,0,1,0,0
0,0,0,0.06632741908223598,1,0,0,0,0,0,0.684271754149477,0,1,0,1,0,0,0,0,1,0,0
0,0,0,-0.13727439951791576,1,0,0,0,0,1,0.2073360151017999,1,0,0,0,1,0,0,1,0,0,0
0,0,0,-1.2774445836787656,1,0,0,0,0,1,0.6726391751483144,0,1,0,1,0,0,0,0,1,0,1
0,1,1,1.2879383306831464,1,0,0,0,0,0,-1.3248408190513656,0,0,1,0,1,0,0,0,0,1,0
0,1,1,0.22920887396235734,0,1,1,0,1,0,0.5164302571326987,1,0,0,0,1,0,0,1,0,0,1
0,0,0,-1.2774445836787656,0,0,0,0,0,0,-1.4610255872896747,0,0,1,1,0,0,0,0,0,1,1
0,1,0,-1.1960038562387048,1,0,0,0,0,1,0.32849377291511994,0,1,0,1,0,0,0,1,0,0,1
0,1,1,-1.2059720177630617,0,0,0,0,0,1,-1.3294108218491267,1,0,0,1,0,0,0,0,0,1,1
0,1,0,1.0436161483629645,1,0,0,1,1,1,1.2409737492051285,0,1,0,1,0,0,0,1,0,0,1
0,1,0,1.5998091223879944,1,1,1,1,1,1,1.7157222377573402,0,1,0,0,1,0,1,0,0,0,1
0,1,1,-0.38159658183809786,0,0,0,0,0,0,-1.4744025490663168,0,0,1,0,0,1,1,0,0,0,0
0,0,0,0.3106496014024181,1,0,1,1,0,1,1.3207400052131024,0,1,0,1,0,0,0,1,0,0,1
0,1,0,-0.7721522103246052,0,0,0,1,0,1,-0.5386761769141298,1,0,0,1,0,0,0,0,1,0,1
0,0,0,-1.2367242199587352,0,0,0,0,0,1,0.19946475524185978,0,1,0,1,0,0,0,0,1,0,1
0,0,0,1.369379058123207,0,0,0,0,0,0,-1.4976677070686424,0,0,1,0,0,1,1,0,0,0,0
0,0,0,-1.164958295604355,1,0,0,0,0,1,0.7746020909860795,0,1,0,1,0,0,0,0,0,1,1
1,0,0,0.06632741908223598,1,0,1,0,1,1,1.0498670941860242,0,1,0,1,0,0,0,0,1,0,0
0,1,0,1.5729808767233588,1,0,0,0,0,1,-1.3397969920528607,0,0,1,0,0,1,0,1,0,0,0
0,0,1,-0.21871512695797649,0,0,0,0,0,0,-1.4677553610656522,0,0,1,0,0,1,0,0,0,1,0
0,1,0,1.5729808767233588,0,0,0,0,0,0,-1.517609271070636,0,0,1,0,0,1,0,1,0,0,0
